"FIDs","Radius","YDH","YDMZGUID","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8cnt","l8pw","l8pf","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
466,15,43312736452190,"73e752c0-bae5-4e1d-816d-6abf38e29073",1565,1751,1369,1867,1578,1798,1578,1186,1589,1206,1264,1973,2108,1729,1867,1578,1798,1578,1186,1589,1206,1264,897,1049,653,1146,1132,1045,1132,331,842,355,355,9230,10545,8329,11214,8679,8174,8679,8009,10049,9566,9096,6016,6892,5371,7575,5209,5590,5209,5102,6296,6951,6688,2913,3196,2416,3343,2176,3106,2176,2176,2924,3177,3209,17146,17574,16640,17776,16400,10051,10278,9789,10509,9671,12098,12484,11736,12715,11517,15376,15871,14792,16099,14486,8,0,1,0.710050949513664,1.61117417076554,1.47551397551398,5.89776357827476,9791.9345,10319.3269,5079.6679,4712.2666
467,15,43312707453191,"9dfa0a8c-0aa4-4573-8dfd-7bad3e674ebc",1422,1578,1356,1651,1368,1651,1320,1303,1456,1451,1368,1914,2019,1772,1651,1368,1651,1320,1303,1456,1451,1368,752,956,601,1237,496,1237,825,496,759,748,496,9714,10618,9060,11222,9405,8619,9705,8617,11222,11211,9405,6360,6904,6082,7144,7144,6273,6093,5926,7046,7068,7144,2887,3200,2679,3374,3374,3076,2594,2594,3150,3162,3374,17540,17660,17073,17709,16786,10001,10251,9947,10530,9926,12237,12316,11695,12371,11353,15583,15751,14955,15783,14699,7,0,1,0.744612068965517,1.64432458158166,1.57909169853288,6.83122362869198,10109.1396,10631.4065,5597.2024,4511.9372
468,15,43312735452192,"65a940f4-2152-4882-b150-1930ffbd5b4b",1535,1747,1313,1974,1412,1974,1362,1233,1623,1338,1412,2020,2243,1770,1974,1412,1974,1362,1233,1623,1338,1412,889,1130,664,1289,534,1289,732,499,920,785,534,9959,10847,9120,11452,9987,10130,9996,8771,11236,10487,9987,7245,7713,6325,7880,7841,7641,6175,5626,7656,6731,7841,3416,3784,2811,3907,3876,3735,2563,2420,3646,3003,3876,17443,17604,16999,17721,16727,10241,10496,10059,10749,9883,11707,12103,11287,12366,11187,15004,15508,14518,15926,14363,7,0,1,0.732904123890726,1.68446310737852,1.54353562005277,6.48794788273616,11142.4972,11441.2556,5627.5205,5514.9767
469,15,43312731451193,"cfe58c6d-a2c3-42db-8e7d-736fcde24c3d",1503,1847,1306,1999,1520,1816,1392,1227,1431,1412,1520,1965,2234,1725,1999,1520,1816,1392,1227,1431,1412,1520,883,1197,677,1306,685,1179,788,494,746,768,685,9981,12047,8200,12232,9321,7904,11952,7904,12073,12187,9321,6572,7497,5622,7873,7168,5509,6752,5281,7080,6962,7168,2925,3297,2554,3374,3348,2694,2812,2368,3004,2930,3348,17359,17832,16618,17918,16256,9981,10227,9819,10464,9737,12044,12546,11538,12776,11307,15456,16001,14858,16187,14693,9,0,1,0.738244514106583,1.71238133710362,1.55969446325023,6.64071856287425,10424.6179,10987.7182,5707.7996,4716.8183
470,15,43312731451194,"46f63020-274d-44b4-b95d-67a914a74944",1689,1828,1493,1867,1804,1844,1804,1373,1842,1576,1373,2106,2269,1798,1867,1804,1844,1804,1373,1842,1576,1373,955,1099,699,1260,1260,1197,1260,357,999,838,357,9504,11863,7595,12781,7966,8086,7966,7129,11256,12131,10094,6609,8053,5278,8601,4948,5075,4948,4948,7634,8430,7870,3173,3751,2550,3939,2296,2411,2296,2296,3624,3745,3874,16949,17555,16427,17714,16302,10145,10432,9927,10791,9733,11852,12208,11397,12351,11214,15102,15486,14568,15651,14415,8,0,1,0.698204234789601,1.56594397467238,1.44096735651173,5.62699822380107,10501.5252,10935.6196,5164.8278,5336.6974
471,16,43312737411195,"2695c521-0ade-4048-87ca-844e673d23c6",1609,1795,1356,1841,1145,1776,1665,1145,1426,1145,1145,2120,2266,1810,1841,1145,1776,1665,1145,1426,1145,1145,867,1038,550,1071,130,789,1029,130,752,130,130,12182,13357,10857,13965,12019,10017,12162,10017,11207,12019,12019,7597,8136,6757,8494,7885,6299,7163,6299,6988,7885,7885,3291,3501,2931,3577,3511,2885,3085,2811,2922,3511,3511,17697,18087,17252,18261,16989,9926,10146,9820,10397,9766,12354,12575,12094,12659,12009,15793,15978,15516,16065,15348,9,0,1,0.766659415560873,1.72372754246959,1.64743901374917,7.57116221255438,12133.5182,12894.6802,7231.3966,4902.1216
472,16,43312736411196,"cf0737a3-a39d-47a4-854b-d224ffd8cc48",1667,1798,1481,1844,1722,1833,1483,1471,1636,1489,1758,2158,2271,2003,1844,1722,1833,1483,1471,1636,1489,1758,903,1055,702,1083,519,1026,828,516,831,809,562,11162,12396,9901,13256,11427,9681,12196,9608,10424,13255,11488,7274,7940,6904,8121,8025,6988,7348,6816,6874,8107,8107,3366,3624,3214,3953,3899,3466,3188,3150,3321,3437,3950,17393,17819,17007,17980,16816,10105,10345,9963,10495,9912,12050,12372,11663,12483,11610,15317,15771,14817,15885,14724,10,0,1,0.740120040533167,1.64929650859823,1.56540576900249,6.69586082783443,11622.6266,12223.8379,6400.944,5221.6826
473,15,43312737423197,"0cd77855-aa91-46d0-a5e9-2da8b990ae1c",1875,2323,1405,2476,1003,2468,1674,1003,2186,1003,2476,2255,2563,1775,2476,1003,2468,1674,1003,2186,1003,2476,1062,1348,586,1482,8,1389,970,8,1219,8,1424,10825,12044,9570,12498,11626,9716,11700,9175,10253,11626,9799,7696,8328,6965,8639,7655,8504,7231,6582,8411,7655,8639,3750,4536,3285,5049,3645,4967,3255,3160,4584,3645,5049,17000,17851,16270,18412,15962,10327,10756,10051,11016,9943,11750,12220,11062,12349,10632,14855,15476,13850,15642,13209,10,0,1,0.704724409448819,1.58564240663312,1.45993736134673,5.77333333333333,12094.87,12495.4706,5941.2114,6153.6586
474,15,43312735452198,"baf3cafa-c6b2-41ce-a6a9-cff82ea6c014",2146,2348,1928,2405,2382,2382,2110,1794,2332,2058,2063,2371,2542,2187,2405,2382,2382,2110,1794,2332,2058,2063,1097,1194,1015,1276,1170,1170,1131,966,1175,1126,1053,9412,11271,8171,11657,8682,8682,11459,7604,10698,11638,8190,7116,7948,6371,8372,6904,6904,7570,6132,7901,7753,6778,3971,4240,3542,4429,4064,4064,3824,3400,4169,3838,4284,16268,16710,15903,16985,15710,10427,10670,10253,10898,10165,11396,11832,11064,12043,10967,14197,14744,13527,15032,13198,7,0,1,0.628655476726077,1.29182519645841,1.24730488759493,4.38583410997204,11419.1766,11624.0461,4643.7459,6775.4307
475,15,43312708412199,"128703e8-7c3d-4e79-8291-21325fb0b81e",2299,2593,2050,2678,1999,2613,2271,1952,2397,2073,2350,2515,2734,2295,2678,1999,2613,2271,1952,2397,2073,2350,1173,1299,1015,1353,902,1186,1161,902,1226,1112,909,10194,12213,8731,12544,8070,9464,12019,8070,11914,11398,8790,7974,8880,7208,9326,7504,8006,8091,6947,8303,8238,7851,4367,4635,3760,4694,4116,4645,4064,3517,4189,3981,4564,16310,16767,15852,16886,15673,10517,10844,10298,10987,10209,11250,11706,10695,11946,10403,14203,14771,13383,14938,13176,7,0,1,0.631953894180741,1.29924628904322,1.25615747871135,4.43410178338408,12566.8349,12706.3341,5071.0609,7495.774
476,15,433127364131100,"dfdb8f11-7468-4b8d-b144-66be2c39a381",2070,2301,1755,2440,1849,2201,1849,1646,2085,1849,2211,2461,2704,2193,2440,1849,2201,1849,1646,2085,1849,2211,1093,1261,940,1342,1100,1235,1100,779,1083,1100,1149,10228,12208,8611,13468,13468,8237,13468,8113,10789,13468,9371,7655,8478,6644,8753,8602,6487,8602,6072,7720,8602,7802,3793,4286,3250,4495,3822,3377,3822,3048,3761,3822,4222,16576,17241,16100,17583,15815,10337,10588,10114,10691,10002,11469,11918,11054,12205,10905,14575,15217,14050,15578,13783,9,0,1,0.663359895918035,1.41127218627824,1.34204119234059,4.94106280193237,11991.2944,12308.4843,5332.6285,6658.6659
477,15,433127364121101,"95b0f296-d02e-462c-96ac-cbd0af97fa99",1760,1899,1478,1928,1735,1735,1502,1421,1899,1454,1454,2262,2536,2020,1928,1735,1735,1502,1421,1899,1454,1454,1014,1106,735,1143,1088,1088,1046,438,1054,438,438,10077,12429,8116,12904,7694,7694,7940,7694,11137,10753,10753,7411,8485,5514,8865,5073,5073,4811,4811,8063,8227,8227,3502,3984,2536,4173,2359,2359,2033,2033,3804,3952,3952,17089,17507,16549,17615,16327,10231,10491,9932,10700,9689,11654,12148,11366,12446,11286,14960,15517,14655,15905,14585,10,0,1,0.702627354904114,1.59537328320417,1.45381764788142,5.72556818181818,11480.453,11819.6097,5494.6149,5985.8381
478,15,433127364121102,"97357ae1-8fbe-4516-8176-606529d7b59b",1784,1960,1636,2160,1444,2160,1750,1444,1740,1444,1444,2342,2456,2132,2160,1444,2160,1750,1444,1740,1444,1444,1060,1228,775,1411,464,1411,1130,464,902,464,464,11721,12613,10660,12840,11586,10547,11822,10089,11027,11586,11586,7730,8110,7296,8530,7827,7194,7476,6817,7648,7827,7827,3473,3653,3271,3777,3503,3343,3192,3153,3415,3503,3503,17411,17608,16967,17783,16591,10066,10200,9933,10306,9856,12009,12279,11851,12327,11809,15388,15619,15223,15791,15148,8,0,1,0.735801554979637,1.71611633047803,1.55230698092929,6.57006726457399,12284.6084,12942.1726,6671.7529,5612.8555
479,15,433127084111103,"4d388a07-be1a-4734-a7da-579313a7d7c6",1278,1406,1167,1503,1179,1243,1179,1102,1359,1179,1255,1580,1753,1450,1503,1179,1243,1179,1102,1359,1179,1255,716,876,569,975,867,669,867,483,764,867,631,5292,6253,4083,6619,6608,3562,6608,3562,4389,6608,4114,3911,4301,3459,4701,3153,3970,3153,3153,4061,3153,4117,1890,2153,1421,2336,986,1880,986,986,2039,986,1987,15922,16692,15164,16969,14819,10092,10222,9719,10238,9379,11285,12541,10123,13539,9441,14420,15933,13584,17405,13076,7,209,3,0.610958904109589,1.32196021604532,1.20033013564269,4.14084507042254,6286.901,6559.0076,2537.952,3748.949
209,15,43072537423118,"a3a5026f-cfe8-4c0d-ab78-7e85132bc55c",1726,1981,1325,2057,2057,1869,2057,1217,1869,2057,1877,1969,2364,1656,2057,2057,1869,2057,1217,1869,2057,1877,941,1316,778,1811,1811,1058,1811,707,1058,1811,848,1940,4269,296,5915,5915,112,5915,112,112,5915,1958,1819,2655,1385,3183,3183,1887,3183,1263,1887,3183,1263,1034,1292,489,1303,1112,1276,1112,265,1276,1112,713,9421,14583,2491,14839,1131,9730,9955,9368,9987,9280,9005,13052,2445,13996,1121,11497,16697,3495,18596,1614,6,833,3,0.0583742498636116,0.102108979864491,0.0879442417069402,1.12398609501738,3523.6176,3853.3518,-313.8839,3837.5015
210,15,43072508432501,"61fe335c-dfa8-4ed7-8f65-7fd2ad604036",1583,1869,1408,1953,1376,1953,1376,1376,1887,1376,1953,2138,2372,2006,1953,1376,1953,1376,1376,1887,1376,1953,897,1100,816,1202,819,1167,819,798,1162,819,1167,10503,12169,9239,13287,13287,8459,13287,8459,10568,13287,8459,7225,7725,6835,7900,6754,7314,6754,6754,7861,6754,7314,3179,3711,2726,3973,2617,3719,2617,2617,3936,2617,3719,17170,17843,16566,18121,16250,10057,10425,9564,10558,9427,11548,12620,11028,13256,10728,14969,16111,14220,16706,13894,6,0,1,0.738044017871918,1.67991261441109,1.55909167179372,6.63487049905243,11245.431,11748.8727,6005.4155,5240.0155
211,15,43072508432502,"70f244d6-af16-437f-a778-ab805106a3ed",1818,2069,1518,2177,1977,2030,1955,1491,2023,2010,1698,2636,2916,2381,2177,1977,2030,1955,1491,2023,2010,1698,1245,1324,1150,1356,1332,1345,1292,1121,1261,1255,1247,6135,8298,5109,9447,4877,4819,7715,4819,9259,9371,4962,4288,5101,4007,5777,3939,3920,4531,3920,5674,5730,4189,2005,2328,1883,2575,1856,1862,2120,1850,2547,2565,1943,14309,15775,12995,16241,12893,9759,9940,9636,9997,9609,11067,12304,10022,12422,9943,14229,15500,13255,15622,13206,4,59,1,0.542814032440588,1.40044118601181,1.02793546174947,3.37458745874587,7359.9681,7954.0731,2458.1657,4901.8024
212,15,43072508433503,"77bca8bf-9a1d-4053-baeb-95e6a15578bb",1618,1884,1521,2193,1597,2193,1774,1460,2193,1460,2193,2256,2474,2179,2193,1597,2193,1774,1460,2193,1460,2193,978,1304,840,1776,908,1776,1010,766,1776,766,1776,9676,10651,9033,11373,9393,9631,10014,8692,9631,10567,9631,6531,7604,6223,8469,6127,8469,6321,6127,8469,6301,8469,2920,3672,2761,4620,2766,4620,2735,2735,4620,2772,4620,16951,17403,16540,17573,16290,9937,10348,9834,10754,9815,11778,12294,10895,12529,10642,15222,15718,14071,15844,13516,6,0,1,0.713476182043563,1.67178423236515,1.48559755755815,5.98022249690977,10398.748,10960.1768,5323.9156,5074.8324
213,15,43072508422504,"8c028e9e-991a-41b8-a896-9e1613bd2c19",1770,2023,1571,2285,1485,2234,1485,1465,2285,1485,2285,2352,2677,2181,2285,1485,2234,1485,1465,2285,1485,2285,1073,1408,875,1779,823,1643,823,792,1779,823,1779,10493,11303,9691,11755,10672,9861,10672,9039,10137,10672,10137,7250,8039,6756,8883,6528,8488,6528,6528,8883,6528,8883,3374,4012,3004,4837,2692,4601,2692,2692,4837,2692,4837,17232,17421,16674,17552,16306,10110,10507,9906,10812,9822,11879,12275,11136,12447,10659,15232,15671,14276,15971,13543,7,0,1,0.711326755280111,1.66896261431906,1.47927689594356,5.92824858757062,11479.0569,11994.0684,5761.2855,5717.7714
214,15,43072508432505,"f41d3aba-b6cd-4dd3-af44-cd7913ea6e8a",1644,2164,1421,2535,1381,2535,1381,1360,2535,1381,2535,2232,2652,2070,2535,1381,2535,1381,1360,2535,1381,2535,974,1391,770,1763,813,1763,813,661,1763,813,1763,11863,13798,10032,14847,14847,10146,14847,9829,10146,14847,10146,7674,8857,7303,10120,7269,10120,7269,7187,10120,7269,10120,3403,4710,2893,6042,2782,6042,2782,2769,6042,2782,6042,17563,18081,16634,18298,16002,10048,10811,9524,11478,9307,12077,13034,10855,13427,10013,15510,16507,13868,16843,12535,7,0,1,0.756570667061524,1.77130278028149,1.61594853759741,7.21593673965937,12180.556,12856.8622,6909.8813,5270.6747
215,15,43072508443506,"6a3d8a7b-0bc6-4390-b749-00c6170bf53b",1706,2070,1511,2296,1475,2252,1679,1468,2270,1476,2273,2233,2665,2047,2296,1475,2252,1679,1468,2270,1476,2273,978,1365,793,1722,809,1539,941,708,1722,834,1642,11641,13084,9713,13742,13369,9655,13738,9068,10260,13658,10000,7316,8144,6868,9199,6617,8841,6771,6617,9199,6782,9042,3377,4176,2823,5119,2655,4899,2787,2651,5119,2752,5048,17373,17881,16663,18050,16217,10006,10660,9540,10980,9328,12140,13035,10972,13420,10459,15417,16389,14027,16701,13282,7,0,1,0.744362028920357,1.70786632744276,1.57834701710684,6.82356389214537,11859.5767,12576.9407,6688.6088,5170.9679
216,15,43072508423507,"e3916a0d-2f97-464e-8e83-fb9145f92838",1718,2045,1543,2299,1650,2299,1650,1458,2299,1554,2299,2223,2526,2101,2299,1650,2299,1650,1458,2299,1554,2299,1030,1364,834,1677,1019,1677,1019,667,1677,936,1677,10188,11252,9037,11669,11629,9183,11629,8669,9183,11225,9183,6075,7373,5840,8450,5893,8450,5893,5767,8450,5860,8450,2870,3917,2620,4935,2562,4935,2562,2525,4935,2585,4935,17133,17465,16489,17566,15997,9962,10436,9599,10999,9450,12227,13002,11368,13284,10418,15363,16144,14256,16391,13011,7,0,1,0.711406013774567,1.65792358283746,1.47950699403306,5.93015133876601,10260.0939,11058.9901,5604.3191,4655.7748
217,15,43072508452508,"e1c32b97-5d3d-47b3-ac62-79918e0e470f",1852,2272,1631,2406,1658,2390,1658,1558,2406,1659,2406,2378,2694,2189,2406,1658,2390,1658,1558,2406,1659,2406,1087,1445,866,1728,967,1588,967,719,1728,905,1728,10325,11589,9254,12041,11785,9611,11785,8934,9738,12041,9738,7136,8185,6704,8972,6675,8711,6675,6617,8972,6708,8972,3388,4470,3011,5190,2936,4983,2936,2936,5190,2997,5190,16982,17364,16275,17567,16016,10160,10691,9818,11050,9694,11794,12509,10880,12845,10413,15023,15748,13755,16010,13049,7,0,1,0.695819988502915,1.59440743667909,1.43407939989709,5.57505399568035,11381.2903,11895.2462,5572.6137,5808.6766
218,15,43072508422509,"55e850c2-3db4-45ab-8c32-e975a20c662e",2335,2641,2154,2803,2154,2745,2154,2154,2498,2154,2737,2752,2959,2592,2803,2154,2745,2154,2154,2498,2154,2737,1311,1467,1235,1570,1303,1552,1303,1235,1353,1303,1509,9031,10239,8281,10607,10552,8291,10552,8281,8722,10552,8732,7444,8150,7041,8278,7098,7742,7098,7041,7792,7098,8167,3819,4287,3439,4402,3439,4244,3439,3439,4118,3439,4348,15583,16311,15035,16589,15035,10321,10582,10000,10625,10000,10710,11508,10315,11948,10315,13706,14620,13233,15072,13233,4,0,1,0.589125461903924,1.26726976797002,1.14375512435092,3.86766595289079,11622.6242,11810.5073,4166.2385,7456.3857
219,15,43072508422510,"9f07d266-15e1-4c9b-b133-9071838aadde",1757,1892,1490,1898,1405,1822,1639,1405,1840,1405,1864,2374,2620,2129,1898,1405,1822,1639,1405,1840,1405,1864,927,1046,685,1064,618,1002,811,618,1064,618,981,11585,13196,10780,14274,11503,10584,12956,10504,14274,11503,11297,7633,8296,6721,8385,6787,7415,7477,6656,8385,6787,7906,3428,3736,2970,3750,2938,3320,3276,2938,3720,2938,3697,17391,17782,17086,17832,17034,9999,10174,9830,10218,9785,12073,12605,11696,12726,11653,15432,15920,15084,16032,15068,4,0,1,0.736621196222455,1.61905703271721,1.55478775913129,6.59362549800797,12126.117,12764.3014,6617.9637,5508.1533
220,15,43072508423511,"0c878d62-32e8-4bcd-8c05-16020c4fab4c",2380,2627,2102,2704,2216,2659,2328,2040,2419,2041,2639,2794,3038,2538,2704,2216,2659,2328,2040,2419,2041,2639,1318,1606,1043,1775,1089,1765,1296,926,1476,926,1775,10399,11693,8883,11922,10504,9189,10576,8576,8790,11145,9232,7836,8266,7004,8502,7695,8385,7209,6466,7534,7993,8484,3991,4455,3507,4749,3943,4688,3537,3186,4041,3983,4749,16224,16643,15722,16876,15498,10245,10575,10086,10766,10030,11573,11920,10893,12002,10421,14578,14910,13807,15056,13201,5,0,1,0.627513889975741,1.35501858736059,1.24425893743793,4.36932773109244,12470.0922,12840.9528,5122.3663,7347.7259
221,15,43072531413512,"c793a653-7d21-4039-a0f4-2a8f929251f8",1848,1999,1682,2054,2023,2023,1768,1595,1768,1597,2054,2338,2425,2294,2054,2023,2023,1768,1595,1768,1597,2054,1080,1337,959,1390,981,981,994,945,994,985,1006,10118,13082,8347,13304,8407,8407,13304,8167,13304,12886,8525,6196,6775,5647,6803,5795,5795,6734,5417,6734,6736,5958,2863,3030,2603,3085,2901,2901,2983,2489,2983,2933,2986,16802,17723,16140,17797,16119,9745,9994,9480,10076,9431,12387,13209,11865,13287,11794,15634,16312,15019,16337,14838,5,0,1,0.691124853752298,1.57740138857099,1.42055214302401,5.47510822510823,10391.9682,11188.9297,5452.1316,4939.8366
222,15,43072531413513,"181ad437-13bc-4503-8f40-3199a6f08e90",1711,1834,1618,1933,1829,1933,1560,1558,1737,1736,1829,2269,2403,2153,1933,1829,1933,1560,1558,1737,1736,1829,1049,1381,940,1635,966,1635,1271,932,947,947,966,8266,10685,7647,12226,8310,7430,7940,7427,12221,12221,8310,5973,7137,4832,7320,6960,5181,4507,4488,7132,7132,6960,2634,3355,2034,3628,3628,2323,1761,1754,3157,3157,3628,16608,17201,16131,17511,15870,9783,10138,9626,10570,9503,11948,12493,11336,12759,10884,15439,15957,14583,16372,13921,6,0,1,0.657011125588854,1.53649617926961,1.32441366156432,4.83109292811222,9434.6667,9905.0542,4233.3195,5201.3472
223,15,43072531412514,"cf266eee-1108-4013-ac7b-7ebe85aebe8c",1784,1923,1565,2045,1276,1995,1828,1274,1712,1511,1819,2227,2374,2040,2045,1276,1995,1828,1274,1712,1511,1819,1095,1390,800,1558,713,1451,1558,561,925,843,1036,8709,9519,7833,9980,7471,8705,8594,7253,9409,9040,9202,6813,7520,5938,7887,5145,6886,6191,5145,7246,6300,7647,3175,3641,2706,3874,2295,3196,2737,2295,3373,2877,3741,16617,16959,16382,17153,16275,10271,10460,10055,10544,9909,11259,11633,11000,11952,10836,14726,15042,14356,15315,14173,7,0,1,0.65996378538073,1.5455519350087,1.33259182856615,4.8817264573991,10452.8972,10716.9438,4484.8078,5968.0894
224,15,43072506422515,"a8627f28-aed8-45e7-9a21-b5dbfdf9fb71",2073,2324,1820,2412,2225,2412,1746,1732,2412,1755,2135,2391,2590,2241,2412,2225,2412,1746,1732,2412,1755,2135,1123,1389,1008,1663,1182,1645,1018,974,1645,1076,1083,9271,10153,8427,10592,10592,8242,10026,8111,8242,10244,9523,7155,7777,6496,8042,7711,7299,6136,6086,7299,7036,7909,3620,3913,3165,4025,3823,3790,2872,2872,3790,3334,3987,16276,16843,15650,17013,15451,10325,10481,10037,10577,9859,11138,11885,10738,12394,10589,14286,14987,13839,15485,13681,5,79,1,0.634520451339915,1.35428033866416,1.2630551968106,4.47226242161119,11222.3443,11478.6501,4635.4836,6586.8607
225,15,43072537432516,"65537123-9a66-48f1-941f-9dab7e7febb3",1972,2285,1645,2461,2204,2391,2179,1435,2034,1458,2377,2546,2745,2210,2461,2204,2391,2179,1435,2034,1458,2377,1193,1526,853,1679,1424,1667,1393,633,1149,663,1575,9828,10484,8832,10761,10181,8522,10513,8349,10176,9647,8752,6971,7482,6536,7627,6710,7414,6756,6454,7486,6523,7610,3391,3815,3088,3991,3262,3873,3280,2972,3746,2994,3991,16671,17106,16039,17383,15643,10177,10393,9958,10483,9873,11710,12050,11107,12158,10706,14929,15209,14220,15279,13761,5,0,1,0.665762711864407,1.54481456719235,1.34873435976322,4.98377281947262,11184.5255,11670.3002,5061.9078,6122.6177
226,15,43072506421517,"21e2f967-9614-4593-b741-3bab3b099334",1731,2077,1429,2282,1365,2085,1494,1363,2004,1363,1915,2196,2444,1926,2282,1365,2085,1494,1363,2004,1363,1915,1061,1200,811,1247,672,1143,976,672,1216,682,1218,9663,10758,8376,10827,9149,9159,7740,7682,10615,9166,10729,6394,7364,4863,7490,5376,6634,4350,4336,7369,5390,7451,3038,3652,2102,3811,2370,3410,1834,1834,3771,2364,3808,16818,17223,16454,17411,16306,10034,10237,9718,10270,9609,12063,12693,11681,12884,11591,15218,16027,14660,16234,14576,5,0,1,0.696155871511322,1.639859416994,1.43504313089793,5.58232235701906,10388.5748,10967.2196,5211.2965,5177.2783
227,15,43072501422518,"aff34e56-dc91-4394-b50b-922ffa5800fb",1600,1915,1395,2047,1371,2045,1956,1337,1736,1448,1683,2135,2409,1961,2047,1371,2045,1956,1337,1736,1448,1683,922,1406,694,1689,741,1438,1689,636,957,750,1046,9732,10258,9570,10830,9791,9586,10011,9547,9734,10830,9554,6602,6825,6270,6962,6027,6776,6580,5992,6906,6565,6844,2876,3070,2628,3177,2452,2989,2870,2448,3089,2869,3165,16932,17438,16543,17638,16473,9874,10064,9793,10166,9751,11870,12308,11654,12467,11616,15361,15789,15092,16007,15008,6,0,1,0.717613836921991,1.63713963601224,1.49782656745008,6.0825,10409.9741,10960.0141,5433.5575,4976.4166
228,15,43072508443601,"834bf89e-b87d-48e9-be0f-38e9e1667f15",2667,3060,2289,3126,2266,3109,3099,2256,2668,2296,2705,2901,3362,2646,3126,2266,3109,3099,2256,2668,2296,2705,1584,2310,1425,2918,1367,2907,2890,1366,1531,1493,1586,8764,9237,8238,9394,8681,8431,8535,8054,8594,9394,8432,7034,7572,6571,7743,6598,6706,6725,6457,7410,6904,7436,4043,4452,3726,4530,3771,3772,3784,3655,4385,3858,4419,15290,15896,14750,16053,14601,10421,10615,10106,10680,9908,11094,11367,10718,11513,10539,13672,14011,13249,14160,13124,5,0,1,0.533374157991427,1.18278109722977,1.00505743185325,3.28608923884514,11521.961,11776.4516,3603.5833,7918.3777
229,15,43072508443602,"d4b45b40-7204-4f6c-a1d3-288acfbfe3cb",2388,2713,2140,2780,2203,2626,2203,2073,2130,2073,2165,2746,3062,2569,2780,2203,2626,2203,2073,2130,2073,2165,1379,1638,1270,1782,1275,1422,1275,1254,1323,1265,1337,10110,10434,9693,10574,9905,9566,9905,9533,9904,9885,9864,7515,7771,6959,7876,6624,7462,6624,6621,7410,7296,7426,4041,4258,3714,4344,3502,3976,3502,3502,4019,3953,4049,16203,16477,15817,16549,15660,10334,10410,10185,10439,10086,11487,11806,11287,12016,11171,14299,14591,14091,14766,13993,5,0,1,0.617858857417187,1.36948888021849,1.21858075267324,4.23366834170854,12168.5813,12534.6356,4867.046,7301.5353
230,15,43072508432603,"910ab1fd-8ffb-42b7-a760-d0578d27a1ef",3045,3313,2502,3354,3329,3175,2791,2230,2452,2586,3097,3201,3456,2803,3354,3329,3175,2791,2230,2452,2586,3097,1747,1965,1442,1999,1995,1711,1581,1309,1477,1390,1758,8771,9823,8201,10306,9019,8206,9569,8180,8244,10041,8503,6994,7270,6271,7361,7173,6767,6736,5775,6238,7181,7044,3860,4071,3469,4114,4056,3758,3560,3241,3527,3736,3956,15065,15807,14581,16001,14475,10156,10241,10053,10282,9999,11381,11773,11010,11891,10919,14063,14551,13754,14733,13723,5,0,1,0.484597156398104,1.02693783851645,0.89023631840796,2.88045977011494,11619.9625,12038.1785,3313.2802,8306.6823
231,15,43072508421604,"adcd055e-90f0-4d62-b85e-e8287805c558",2966,3446,2556,3531,2837,2932,2672,2512,3210,2698,2932,3282,3649,2794,3531,2837,2932,2672,2512,3210,2698,2932,1798,1963,1558,2005,1630,1760,1766,1513,1929,1803,1760,8729,9712,7491,10243,8757,7522,9323,6887,10191,9607,7522,6647,7254,5671,7342,6365,6214,6288,5452,7194,6459,6214,3723,4070,3128,4113,3595,3619,3475,3062,3958,3594,3619,14847,15384,14451,15576,14376,10088,10189,9969,10211,9915,11367,11770,11051,11935,10947,14131,14471,13656,14540,13493,5,0,1,0.492774690038478,1.10478490913274,0.909082304838343,2.94302090357384,11294.0076,11813.5664,3287.0677,8006.9399
