"FIDs","Radius","YDH","YDMZGUID","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8cnt","l8pw","l8pf","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
307,15,43312606421203,"b1783df4-503a-40cc-ae30-1b0637772671",1852,2010,1550,2047,1947,1993,1657,1335,1798,1335,1798,2211,2342,2021,2047,1947,1993,1657,1335,1798,1335,1798,1068,1315,983,1517,1069,1517,1360,908,1046,998,1046,8628,9709,7413,10127,10089,7055,7396,7016,8372,8792,8372,6450,7229,5194,7579,7579,5043,4254,4254,6831,5168,6831,3051,3402,2336,3539,3539,2422,1656,1656,3354,2067,3354,16505,17123,15930,17367,15589,10166,10343,9829,10422,9494,11493,12115,11127,12786,11004,14830,15557,14469,16436,14267,6,0,1,0.646564885496183,1.44403716648197,1.2957212134192,4.65874730021598,10125.5163,10483.65,4392.5883,5732.928
308,15,43312612432204,"e9689ee6-a8e2-46ad-8284-9eb129f48bcd",2312,2694,2022,2786,1985,2754,2086,1985,2623,2086,2731,2512,2832,2359,2786,1985,2754,2086,1985,2623,2086,2731,1307,1615,1173,1768,1143,1297,1276,1143,1762,1276,1623,9205,10656,7360,11424,10171,6133,10822,6133,9715,10822,8459,6876,7808,6169,8189,6809,5985,6595,5862,7851,6595,8063,3688,4579,3318,5012,3479,3883,3306,3241,4574,3306,5012,15918,16603,14548,16741,13723,10337,10793,9993,11026,9868,11118,12074,10281,12407,10043,13846,14962,12589,15293,12183,5,0,1,0.598506555526613,1.29806786938345,1.16792501423266,3.98140138408304,11162.5365,11515.4884,4340.2167,6822.3198
309,15,43312407411201,"0dd43979-0020-4e84-a7e1-d10a75d79d8d",2846,3099,2517,3144,2287,2945,2840,2286,3020,2555,3138,2884,3120,2548,3144,2287,2945,2840,2286,3020,2555,3138,1517,1646,1217,1715,1058,1713,1590,1058,1593,1509,1525,8794,9557,7930,9980,7208,8104,8817,7208,8871,9980,9560,8721,9425,7533,9601,6704,9005,7625,6704,9294,8402,9389,5043,5593,4243,5751,3923,5515,4151,3923,5463,4825,5751,15093,15451,14819,15923,14670,10973,11203,10683,11280,10493,10078,10653,9660,10863,9474,12749,13369,12243,13598,11902,9,0,1,0.510996563573883,1.02597716217615,0.951655637615677,3.08995080815179,13234.4031,12896.4826,3512.937,9721.4661
310,15,43312435421202,"b6dc47bd-e636-4629-9dbc-293255473114",2347,2680,2043,2830,2179,2664,2007,1971,2498,1997,2593,2358,2571,2202,2830,2179,2664,2007,1971,2498,1997,2593,1212,1336,1097,1433,984,1265,1232,978,1194,1185,1225,7452,8840,6508,9153,6277,6779,9019,6272,7672,9147,7605,7379,8123,6610,8603,6202,7991,6822,6202,7589,6849,7882,4277,4858,3568,4973,3648,4818,3508,3392,4628,3534,4853,15061,15953,14539,16419,14324,10864,11070,10478,11132,10317,9953,10920,9407,11450,9132,12621,13826,11885,14453,11613,8,0,1,0.520971527706909,1.02551225391724,0.975293829953079,3.17511717085641,11159.2459,10846.4985,3052.2798,8106.9661
311,15,43312406433203,"74dd2a59-f8ae-43f9-95ba-63c7fd391a62",1911,2079,1692,2117,1719,1954,1611,1611,1827,1611,2079,2184,2364,2019,2117,1719,1954,1611,1611,1827,1611,2079,1064,1162,942,1221,865,1088,1001,864,1046,1001,1086,7852,8782,6983,9285,6867,6877,8340,6735,7701,8340,8782,6627,7614,5886,8207,5823,6767,5671,5626,6406,5671,8004,3599,4116,3040,4346,3195,3833,2704,2704,3352,2704,4306,16070,16463,15758,16759,15555,10624,10792,10278,10845,10030,10665,11382,10254,11912,10027,13601,14400,13165,15107,12792,8,0,1,0.608521970705726,1.30985977599436,1.19398845603486,4.10884353741497,10251.0541,10261.4725,3722.4008,6528.6533
312,15,43312412411204,"5047362e-126b-4e3d-8297-7060f70dc214",3001,3327,2458,3490,2616,3486,2636,2249,3453,2320,3472,2943,3218,2665,3490,2616,3486,2636,2249,3453,2320,3472,1536,1587,1348,1599,1568,1585,1578,1196,1564,1237,1572,8444,9442,7970,10473,8626,8373,8590,7845,8540,8278,8398,8501,9876,6853,10824,7134,9621,7096,6378,9649,6855,9616,4681,5707,3713,5928,3781,5901,3736,3498,5898,3781,5912,14808,15388,14299,15613,14128,10763,11178,10384,11289,10301,9807,10683,9411,11043,9310,12701,13601,11980,13943,11737,6,0,1,0.475578855395369,0.911358917688032,0.869633293710137,2.81372875708097,12858.555,12617.389,3202.0763,9656.4787
313,15,43312412411205,"45f347b2-e1b6-48fc-983e-cc348c7cbf0b",2610,2890,2404,3060,2822,3038,2435,2319,2346,2462,2985,2856,3064,2661,3060,2822,3038,2435,2319,2346,2462,2985,1466,1654,1294,1751,1748,1571,1663,1196,1196,1306,1510,9921,10398,9320,10822,10128,10505,9359,9037,9097,10064,10600,9369,10154,8401,10880,9173,10499,7896,7730,8288,9686,10652,4966,5494,4537,5800,4946,5682,4149,4141,4791,4990,5790,15791,15964,15583,16060,15508,10947,11129,10705,11204,10490,10290,10589,10082,10851,9919,13246,13573,13002,13883,12888,7,0,1,0.583433085946852,1.25299924590389,1.12921660694427,3.80114942528736,13953.3078,13705.8491,4547.1475,9406.1603
314,15,43312407411206,"cecff33c-f840-4438-8f84-37bb052dd6e4",2218,2460,2021,2676,2326,2382,2075,1849,1849,2036,2562,2490,2694,2340,2676,2326,2382,2075,1849,1849,2036,2562,1256,1398,1092,1549,1250,1304,1340,945,945,1258,1468,9300,9920,8685,9976,8594,8578,9894,8323,8746,9719,9800,8527,9283,7589,9609,8319,8230,7594,7128,7136,7515,9375,4362,4880,3809,5235,4200,4189,3774,3574,3588,3764,5145,16119,16445,15805,16535,15660,10802,10962,10513,11045,10353,10287,10927,10163,11323,10138,13517,14124,13254,14480,13092,9,0,1,0.614863691613127,1.34240655091364,1.21066451498202,4.19296663660956,12634.3784,12467.0174,4497.3694,8137.009
315,15,43312407411207,"6cfcb5e9-9cd4-4ada-86f4-930a69e68bf9",2418,2578,2301,2677,2605,2500,2374,2213,2376,2224,2379,2624,2750,2551,2677,2605,2500,2374,2213,2376,2224,2379,1276,1417,1198,1572,1382,1298,1403,1152,1224,1199,1228,9190,9613,8813,9967,9751,8697,9267,8453,8976,9334,9675,9009,9642,8452,10294,9922,8987,8208,7938,8656,8684,9568,4741,5088,4528,5325,5163,4710,4334,4334,4739,4681,5183,15797,15991,15636,16148,15525,10958,11084,10804,11162,10682,10024,10386,9839,10650,9745,13122,13380,12933,13630,12780,7,0,1,0.583390764989662,1.19824474485102,1.12910325325793,3.80066170388751,13208.0258,12859.3227,4242.9194,8965.1064
316,15,43312435411208,"51cb131e-794c-4755-8b73-af4407bef911",2138,2333,2051,2463,2105,2299,2221,2029,2229,2133,2106,2593,2744,2473,2463,2105,2299,2221,2029,2229,2133,2106,1220,1360,1137,1503,1226,1347,1357,1107,1149,1194,1119,9963,10887,9336,11289,9267,9725,10270,9174,10112,11019,10054,8934,9483,8306,10034,8640,8387,8249,7573,9247,9428,9122,4344,4612,4105,4794,4149,4217,4072,3927,4443,4574,4557,16419,16623,16281,16755,16181,10712,10808,10553,10847,10474,10578,10909,10388,11092,10270,13950,14176,13784,14319,13698,8,0,1,0.646640773489794,1.43399061721155,1.29594175631989,4.6599625818522,13130.0825,13020.7496,5043.6686,8086.4139
317,15,43312407412209,"1fcac834-5785-4059-80eb-5b39381e37b0",1914,2049,1822,2092,1966,2087,1911,1803,1869,1807,2004,2322,2447,2199,2092,1966,2087,1911,1803,1869,1807,2004,1118,1249,1041,1383,1273,1148,1383,1007,1031,1144,1112,8775,9191,8333,9374,8264,8188,8408,8188,8590,9072,9116,7814,8069,7095,8358,7042,7780,6694,6632,7332,7749,8095,3727,3940,3446,4089,3459,3819,3281,3259,3616,3581,4007,16412,16612,16144,16676,15936,10571,10637,10383,10662,10250,10651,11035,10385,11220,10254,14039,14339,13796,14446,13636,8,0,1,0.641874824586023,1.44442105263158,1.28294788176161,4.5846394984326,11504.5036,11460.4112,4416.9847,7087.5189
318,15,43312435412210,"08adb7cf-c3fc-46df-84ae-589807a95c0b",1713,1906,1568,2108,1697,2108,1697,1420,1694,1420,1636,2140,2326,1969,2108,1697,2108,1697,1420,1694,1420,1636,1016,1259,898,1422,1273,1422,1273,800,937,831,942,7423,7673,7102,7941,7028,7941,7028,6696,7397,7377,7134,6402,6722,5198,7018,4306,7018,4306,4306,6424,4978,6540,3187,3358,2468,3579,2050,3579,2050,2050,3229,2211,3209,16183,16458,15942,16780,15784,10424,10485,10007,10519,9705,10710,11729,10538,12401,10419,13961,14992,13802,15488,13765,8,0,1,0.625,1.41588970442373,1.23751647132256,4.33333333333333,9675.7017,9710.1754,3598.9533,6076.7484
319,15,43312506423201,"c60fb6e9-c8a9-4dd8-b5ee-19d78bc32439",1896,1973,1780,1984,1876,1966,1867,1705,1984,1733,1705,2514,2644,2338,1984,1876,1966,1867,1705,1984,1733,1705,1093,1265,923,1423,1058,1322,1321,822,1137,883,822,11543,12570,10104,13019,11216,9509,11289,9360,11467,12502,12077,8228,8828,7170,9107,8038,6896,7330,6764,8202,8707,8565,3710,3995,3215,4060,3569,3247,3059,2881,3761,3907,3911,17179,17453,16822,17557,16571,10209,10308,10013,10363,9813,11680,11909,11575,12112,11519,15120,15421,14959,15729,14848,9,0,1,0.717836148522956,1.63813890303957,1.49850258474998,6.08808016877637,12762.1557,13251.0788,6429.8359,6332.3198
320,15,43312407423213,"70d2c561-e2be-415a-885b-c03afe718683",2223,2427,2048,2584,2194,2520,2250,1966,1991,2067,2012,2668,2833,2458,2584,2194,2520,2250,1966,1991,2067,2012,1318,1497,1153,1665,1329,1617,1581,998,998,1142,1025,11200,12074,9966,12806,9934,10780,10453,9506,9529,12194,10141,8504,9133,7820,9596,7970,8204,7519,7495,7929,9227,8331,4208,4489,3890,4604,4035,3978,3578,3570,4260,4419,4397,16659,16938,16382,17042,16285,10414,10608,10267,10787,10087,11379,11533,11078,11637,10931,14598,14839,14165,14969,13859,8,0,1,0.668777471504135,1.53149310768391,1.3571739577412,5.03823661718399,13240.8667,13558.7004,5835.6088,7405.2579
321,15,43312407431212,"9557e512-2c0a-4563-9b87-d53f78da33ff",2373,2608,2136,2736,2391,2522,2012,1973,2693,2115,2704,2704,2908,2462,2736,2391,2522,2012,1973,2693,2115,2704,1437,1601,1310,1688,1602,1568,1461,1273,1599,1373,1556,9455,10025,8736,10371,8993,8867,8819,8493,9824,9605,9865,7483,7969,6621,8238,6575,6888,6002,5953,7771,7176,7886,3923,4305,3484,4575,3605,3847,2982,2982,4370,3655,4575,15986,16309,15643,16401,15570,10403,10539,10168,10586,9950,11192,11562,11009,11951,10944,14111,14555,13852,15008,13654,8,0,1,0.598748731822793,1.37072736422405,1.16855430592956,3.98440792246102,11864.3274,12129.3553,4413.0441,7451.2833
322,15,43312436433211,"9d55fd2e-8edd-4e5b-b39c-80ab1e3cc07c",1560,1664,1408,1725,1704,1704,1704,1272,1584,1424,1576,2054,2199,1918,1725,1704,1704,1704,1272,1584,1424,1576,934,1122,846,1382,1382,1382,1382,738,911,944,924,8833,9579,7987,9719,8097,8097,8097,7697,8450,9313,8872,6370,6813,5469,7119,4850,4850,4850,4802,6295,6514,6684,2867,3061,2402,3127,2219,2219,2219,2129,2837,2937,3061,17050,17267,16656,17340,16523,10122,10207,9887,10250,9654,11649,12164,11412,12510,11320,15179,15554,14938,15802,14848,8,0,1,0.699797940921774,1.62503351505943,1.44557958339959,5.66217948717949,9907.375,10300.4286,4802.5937,5104.7813
323,15,43312407431210,"8a69323e-bb60-400f-97ac-49d52479aba1",1909,2058,1728,2228,1832,2192,1608,1545,2056,1548,1974,2334,2443,2201,2228,1832,2192,1608,1545,2056,1548,1974,1150,1288,1004,1389,1232,1245,965,859,1136,921,1061,8130,8551,7711,8844,8539,7925,7289,7289,8295,8016,8174,7401,7880,6179,8167,6370,7878,5343,5343,7716,5834,7809,3795,4042,3134,4176,3273,4020,2626,2626,3929,2841,4048,16176,16470,15910,16764,15655,10611,10750,10259,10781,10131,10558,11375,10100,11654,9926,13669,14456,13324,14830,13156,7,0,1,0.61968323538201,1.41902372262774,1.22339253968504,4.25877422734416,11027.7375,10913.6635,3893.5616,7134.1759
324,15,43312437421214,"fc851fd9-d18e-423e-b039-b73da1e06047",2369,2539,2061,2575,2528,2528,2177,2001,2006,2001,2528,2777,3039,2521,2575,2528,2528,2177,2001,2006,2001,2528,1377,1525,1209,1655,1655,1655,1454,1173,1173,1210,1655,10991,12578,9642,13192,9403,9403,10365,9403,9711,11684,9403,9100,9664,8118,10189,8627,8627,7924,7805,7805,9276,8627,4574,4828,4185,4956,4676,4676,4060,4060,4110,4667,4676,16532,16901,16070,17076,15762,10606,10730,10428,10794,10381,11087,11399,10609,11670,10430,14225,14567,13728,14719,13357,9,0,1,0.645359281437126,1.44873475148705,1.29245215138869,4.63951034191642,13839.1739,13930.5253,5545.7038,8293.4701
325,15,43312407412215,"0f2974e8-0981-4c32-ac17-f07bd05a3a43",1816,1944,1721,1951,1936,1812,1897,1721,1740,1740,1831,2252,2415,2103,1951,1936,1812,1897,1721,1740,1740,1831,1049,1137,969,1178,1170,1001,1178,969,1048,1048,1080,7741,8390,7043,8460,7713,7043,7879,7043,8300,8300,7693,6826,7096,6428,7096,7096,6568,6956,6428,6955,6955,7002,3383,3590,3199,3624,3521,3379,3342,3199,3429,3429,3555,16117,16429,15888,16500,15888,10471,10572,10397,10579,10397,10602,10866,10347,10884,10347,13874,14147,13520,14174,13520,4,0,1,0.619964423982421,1.37528434148832,1.22413308650954,4.26266519823789,10236.0235,10229.8339,3736.9555,6499.068
326,15,43312407412216,"d2031eb3-03c7-4e32-8693-eb325218e3af",2138,2269,1979,2296,2272,2194,2286,1979,1995,1983,2014,2445,2576,2274,2296,2272,2194,2286,1979,1995,1983,2014,1199,1314,1139,1345,1241,1159,1326,1139,1161,1165,1177,7758,8138,7290,8200,7599,7290,8078,7290,8020,8010,7797,7061,7299,6839,7313,6916,6877,7024,6839,7285,7274,7271,3599,3763,3461,3778,3507,3470,3579,3461,3743,3732,3741,15635,15975,15371,16022,15371,10489,10615,10398,10619,10398,10464,10680,10288,10706,10288,13654,13850,13506,13861,13506,3,0,1,0.567906224737268,1.21178144810039,1.08997533009573,3.62862488306829,10673.9986,10650.8909,3465.3739,7208.6247
327,15,43312435411217,"e98ea407-9bce-4259-985f-32ab2ff63151",1888,2013,1710,2034,1925,2001,1925,1677,1725,1677,1998,2258,2341,2159,2034,1925,2001,1925,1677,1725,1677,1998,1097,1254,994,1313,1308,1197,1308,978,1009,1060,980,7734,7983,7334,8034,7576,7098,7576,7069,8034,7931,7728,6897,7211,6033,7340,5296,6816,5296,5296,7086,6830,7297,3447,3586,2924,3635,2530,3524,2530,2530,3504,3330,3632,16062,16460,15716,16508,15600,10520,10585,10178,10607,9904,10538,11247,10230,11773,10189,13862,14526,13482,14996,13364,5,0,1,0.607565994595718,1.34880716164459,1.19148554564576,4.09639830508475,10345.4311,10324.268,3672.0588,6673.3723
328,15,43312431421218,"67d083a2-cc62-47b6-9d94-c123cee15935",2534,2771,2375,2970,2970,2723,2374,2341,2424,2344,2488,2853,3002,2723,2970,2970,2723,2374,2341,2424,2344,2488,1551,1689,1433,1798,1798,1638,1489,1378,1589,1399,1572,9680,11073,9012,12201,10473,8976,9022,8699,9323,12201,9366,8198,8721,7679,9270,8358,8066,7085,7002,8129,9270,8241,4304,4536,3955,4603,4588,4272,3794,3778,4318,4458,4419,15783,16237,15526,16772,15316,10472,10582,10383,10649,10348,10944,11252,10619,11372,10484,13948,14284,13654,14645,13523,8,0,1,0.585066317340757,1.34804753820034,1.13337901107685,3.82004735595896,12723.0558,12841.816,4411.2233,8311.8325
329,15,43312431421219,"67f94313-6235-4d19-a3e8-3be93f830b51",2600,3510,2224,4112,3178,4112,2885,2128,3480,2246,3700,2716,3170,2510,4112,3178,4112,2885,2128,3480,2246,3700,1480,1666,1316,1725,1479,1707,1556,1248,1640,1476,1717,8840,10278,6991,10975,7368,6854,8820,6546,8529,10975,8254,7572,8282,6903,8718,6966,8275,7264,6474,8419,7874,8718,3963,4674,3525,5134,3838,5055,3750,3293,4785,3836,5134,15377,16374,13384,16598,12416,10407,10684,10181,10829,10090,10801,11470,9637,11663,9004,13815,14652,12282,14899,11441,9,0,1,0.545454545454545,1.16932763660895,1.03441416351701,3.4,11819.7328,11962.4321,3829.31,7990.4228
330,15,43312412421220,"436cecfd-1c70-4f1f-9070-9a15788dcc5f",2314,2546,2139,2637,2506,2416,2100,2036,2422,2076,2303,2568,2803,2379,2637,2506,2416,2100,2036,2422,2076,2303,1344,1520,1195,1623,1480,1365,1416,1120,1405,1344,1212,7773,8498,7102,9078,7850,6937,8395,6738,7764,8544,7216,7299,7811,6681,8254,7170,7280,6150,6150,7649,6405,7487,4121,4484,3712,4619,4141,4255,3277,3233,4340,3374,4476,15319,15738,14969,16090,14802,10702,10881,10452,10996,10166,10194,10900,9841,11571,9608,12992,13720,12449,14471,12105,8,0,1,0.541191632794686,1.17874416997754,1.02400282121312,3.35911840968021,11190.8904,11039.1774,3235.3503,7955.5401
331,15,43312412412221,"9ed393ba-376f-4bf4-b910-2ef1cbf9acbe",2611,2856,2392,3059,2377,2706,2377,2286,2761,2463,2740,2735,2946,2579,3059,2377,2706,2377,2286,2761,2463,2740,1573,1766,1455,1839,1498,1719,1498,1392,1482,1587,1463,6912,8110,6229,8767,8243,5946,8243,5938,7002,8532,6953,7064,7746,6331,8069,6037,6541,6037,6037,7648,6725,7624,4252,4739,3719,4879,3460,4307,3460,3460,4879,3702,4873,14410,15221,13940,15524,13738,10690,10852,10407,11019,10178,9749,10795,9375,11544,9284,12206,13485,11712,14087,11578,8,0,1,0.451643389688124,0.997310207299541,0.815856564031747,2.64726158559939,10955.2865,10720.0774,2301.0751,8654.2114
332,15,43310101422401,"6158419e-5a82-42ef-b816-b96bea8017e0",1685,2059,1469,2338,1429,2338,1550,1423,1967,1423,1753,2212,2550,2100,2338,1429,2338,1550,1423,1967,1423,1753,1044,1414,842,1753,831,1753,922,786,1337,898,999,11554,13379,10751,14950,12515,10989,13580,10346,11352,13273,10926,7813,8222,7230,8659,7096,8054,7617,6724,7352,7694,7951,3348,3577,3014,3723,2950,3629,3149,2801,3077,3090,3613,17349,17954,16753,18062,16491,9854,10142,9705,10301,9672,12058,12620,11577,12822,11382,15646,16155,14999,16269,14753,6,0,1,0.745449052043206,1.78333935670401,1.581671902045,6.85697329376855,12169.0823,12779.7614,6670.295,5498.7873
333,15,43310101432402,"a5345c66-699a-4c4f-a7ab-060e85fe256e",1893,2400,1564,2695,1665,2438,1852,1452,2142,1522,2313,2391,2759,2176,2695,1665,2438,1852,1452,2142,1522,2313,1188,1533,879,1733,928,1410,1188,753,1483,939,1294,12245,13862,10431,15052,12288,10507,14837,9249,11580,13894,10345,8806,9192,7290,9445,7312,9181,8748,6298,8431,8365,9117,3747,4494,3172,5020,3302,5020,3615,2801,3598,3551,4974,17239,17878,16498,18026,16231,10083,10564,9820,10998,9722,11864,12563,11130,12792,10606,15405,15984,14410,16073,13481,8,0,1,0.732211062385062,1.76126310058527,1.54146713363353,6.46856840993133,13418.3308,13936.8559,6984.7118,6433.619
334,15,43310101433403,"62a3ce04-e629-49a8-9a9c-af2f3d63fddd",2309,2698,2022,2773,2773,2654,1893,1893,2654,2039,2667,2694,2971,2518,2773,2773,2654,1893,1893,2654,2039,2667,1365,1618,1170,1836,1836,1615,1302,1042,1615,1166,1403,12323,13388,11333,14564,11719,11186,11095,11095,11186,12565,14564,9442,10119,8652,10917,9249,9836,7806,7806,9836,8901,10917,4573,4958,3972,5409,4700,4764,3268,3268,4764,4232,5409,17035,17162,16414,17208,16165,10468,10640,10237,10663,9983,11451,11662,11067,11740,10642,14721,15105,14295,15449,14026,7,0,1,0.684390377255331,1.57052790063047,1.40129634605051,5.33694239930706,14497.7656,14792.8351,6595.6235,7902.1421
335,15,43310107432404,"86ec39ed-ef3b-4acf-b477-9a420c44271e",1765,1903,1560,1952,1527,1950,1542,1340,1762,1367,1857,2155,2340,2023,1952,1527,1950,1542,1340,1762,1367,1857,1049,1288,918,1394,1067,1187,1205,895,924,1000,1010,9701,10757,9144,11579,10590,9433,11014,8884,9256,11170,9349,6365,6833,5736,7069,6115,6572,5848,5271,6678,6335,6725,2870,3188,2406,3371,2449,3147,2167,2134,3172,2313,3360,16859,17304,16620,17821,16543,9909,10175,9497,10254,9378,12012,12815,11642,13095,11570,15401,16242,14893,16768,14661,7,0,1,0.692133263561835,1.59684494345849,1.42344669249534,5.49631728045326,10305.3317,10943.4063,5261.5426,5043.7891
336,15,43310137443405,"8f53e84c-d845-49a4-932d-44a4f743a22c",1484,1714,1380,1834,1383,1834,1528,1347,1413,1589,1413,1977,2246,1831,1834,1383,1834,1528,1347,1413,1589,1413,912,1221,801,1369,1073,1369,888,795,801,859,801,8888,10762,8030,12113,7809,9207,10984,7809,8249,12113,8249,6246,6751,5578,7085,5066,6094,6180,5066,6367,7085,6367,2700,2839,2390,2901,2164,2614,2459,2164,2776,2889,2776,17133,17512,16783,17684,16666,9937,10156,9681,10243,9618,11953,12573,11488,12875,11278,15481,16161,15050,16466,14950,5,0,1,0.713844967219437,1.68994795946316,1.48667534094742,5.98921832884097,9718.1345,10172.8513,4928.4029,4789.7316
337,15,43310106432406,"fb2eedc9-18b6-4bab-a1ff-783866124ae5",1553,2001,1492,2398,1564,2398,1572,1492,1493,1518,1566,2036,2314,1978,2398,1564,2398,1572,1492,1493,1518,1566,847,1164,784,1403,924,1403,864,784,785,808,925,8345,9074,7400,9110,9110,7400,8502,7400,8598,8896,9105,6074,6640,5672,6818,6818,5672,5938,5672,6087,6306,6817,2900,3082,2722,3146,3074,3001,2722,2722,2780,2867,3074,16374,17069,15116,17085,15116,10135,10225,10082,10245,10082,11444,11722,11258,11806,11258,14720,15090,14206,15178,14206,4,0,1,0.686199232168115,1.50112717146267,1.40642083291919,5.37347070186735,9526.7596,9848.8382,4451.2971,5075.4625
338,15,43310107423408,"c6e266f2-6fd4-4526-8764-cbfe1c8d16ea",2158,2384,1988,2547,2011,2513,2464,1879,2353,1880,2068,2590,2782,2437,2547,2011,2513,2464,1879,2353,1880,2068,1182,1493,1046,1658,1081,1588,1603,1010,1584,1018,1099,11754,12618,11244,13077,11831,11204,11366,11027,12523,12013,11683,8731,9097,8442,9589,8423,8454,8375,8243,8796,8669,8878,4141,4425,3940,4641,4055,3932,3802,3790,4161,4103,4448,16912,17164,16571,17294,16339,10310,10519,10133,10592,10093,11503,11723,11350,11891,11252,14873,15025,14582,15116,14447,6,0,1,0.689764232317424,1.51471145346635,1.41665977725549,5.44670991658943,13503.1438,13877.1291,6361.0588,7142.085
339,15,43310137443409,"1b06763c-d395-4a10-8784-d2747af20b8d",2131,2384,1958,2625,2102,2542,2218,1923,2352,1971,2154,2353,2640,2195,2625,2102,2542,2218,1923,2352,1971,2154,1184,1506,1086,1740,1270,1624,1529,1051,1192,1089,1153,8531,9163,8036,9608,8696,8606,8855,7776,9280,8877,8077,6742,7321,6343,7526,6360,7230,6356,6263,7515,6651,7288,3628,4067,3277,4183,3382,3978,3172,3172,4156,3565,4126,15890,16221,15543,16377,15408,10359,10634,10095,10784,10008,11103,11486,10680,11714,10436,13897,14425,13482,14764,13237,6,0,1,0.600262614894016,1.28638044701721,1.17247039512252,4.00328484279681,10700.958,10892.3334,4023.721,6677.237
340,15,43310136432410,"4c2585f4-de09-4c47-9133-c55c274fd00a",1447,1789,1325,2018,1322,2018,2018,1294,1517,1321,1413,1919,2261,1746,2018,1322,2018,2018,1294,1517,1321,1413,838,1275,692,1635,800,1635,1635,675,927,798,714,8275,9978,6966,10109,10092,7346,7346,6799,7137,10097,7694,5400,6386,4423,6522,6248,4524,4524,4321,5020,6243,5603,2447,2901,1990,2980,2805,2013,2013,1967,2281,2803,2693,16665,17475,15756,17680,15692,9852,10102,9581,10226,9550,12047,12375,11616,12431,11573,15405,15680,14916,15712,14843,4,0,1,0.702324624562847,1.59936287829101,1.45291434018793,5.71872840359364,8757.2576,9297.2307,4514.1944,4243.0632
